timestamp_s,watts
0.0,11010.18840329038
0.25,12685.249187918162
0.5,12400.85208960513
0.75,12823.153024571091
1.0,13322.508617901944
1.25,12953.87702996434
1.5,12723.791498484521
1.75,12689.37092715728
2.0,13007.950139975947
2.25,12978.318936729633
2.5,13002.933959536227
2.75,13004.565712941867
3.0,13114.698697227297
3.25,13254.777767093225
3.5,13237.115633296828
3.75,12494.303537712975
4.0,12661.394503708918
4.25,13798.823918375256
4.5,13931.686563205452
4.75,14703.025700743692
5.0,14619.405581768027
5.25,15385.91149541928
5.5,15144.781358110702
5.75,15579.728361432199
6.0,15897.835809450828
6.25,15912.830350673885
6.5,15850.550505806565
6.75,15425.587430306758
7.0,15641.876518734887
7.25,16218.859203276306
7.5,16184.102493480716
7.75,15325.780537506618
8.0,14766.96026726627
8.25,14474.238631517068
8.5,14498.628483173994
8.75,14560.032863757027
9.0,14501.639913229861
9.25,14384.553906131514
9.5,14173.655651969217
9.75,14120.960380196504
10.0,13502.80075644805
10.25,13095.537738114734
10.5,12752.131805472734
10.75,12746.829677318889
11.0,12812.52694171535
11.25,12555.8738757736
11.5,11832.277537323684
11.75,11022.134082385026
12.0,11310.471566574372
12.25,11732.893654553613
12.5,11714.574744163147
12.75,11689.118242319197
13.0,11655.020049581359
13.25,11683.961012869095
13.5,11694.64682283971
13.75,11685.938004112106
14.0,12062.694906542067
14.25,12300.826502386608
14.5,12141.873688598269
14.75,12557.290111601618
15.0,11882.872899742626
15.25,11964.344105642092
15.5,12794.26820506134
15.75,12792.088197484289
16.0,12176.043061263004
16.25,11361.536506031003
16.5,11379.950960374954
16.75,11319.24405293548
17.0,11000.078730649166
17.25,11017.727036158538
17.5,10970.706231209875
17.75,11029.424414231697
18.0,11271.624328617698
18.25,11677.48050577787
18.5,11685.312513054363
18.75,12048.056220397091
19.0,12373.210551676848
19.25,12378.982457685524
19.5,12111.164467603803
19.75,12182.039677051649
20.0,12610.516275735157
20.25,12571.870846044532
20.5,12400.959179626796
20.75,12071.18366478225
21.0,12213.398676146066
21.25,12586.2646167655
21.5,12095.376936162413
21.75,12028.863649226147
22.0,12037.35346047312
22.25,12386.146793423048
22.5,12409.192746257506
22.75,13087.175310572286
23.0,13163.476251340973
23.25,13182.185645232857
23.5,13532.892002510005
23.75,13189.924676346369
24.0,13190.682815508106
24.25,12407.284868030096
24.5,12624.05177868142
24.75,12697.927445673318
25.0,12710.094420406927
25.25,13183.875674209457
25.5,13186.744326019165
25.75,12384.971182282512
26.0,12054.795342901658
26.25,12045.358559086853
26.5,12040.167287962366
26.75,12056.480499384204
27.0,12057.463290523441
27.25,11867.792704084739
27.5,12072.160387973225
27.75,11725.274556925011
28.0,9997.132722114617
28.25,10670.555427877864
28.5,10682.826402812558
28.75,10662.725124359413
29.0,10660.123868961778
29.25,10677.36899703242
29.5,10678.48184722412
29.75,10773.17686961023
30.0,10780.73750386319
30.25,10769.165623457697
30.5,10422.663409876712
30.75,10077.78966061282
31.0,10380.413988459375
31.25,10376.065035206228
31.5,10348.149878246864
31.75,10726.703307275155
32.0,10363.112129774967
32.25,10367.365487329831
32.5,10346.800723815597
32.75,10708.91995849789
33.0,10709.88623773678
33.25,10698.983760741248
33.5,10696.605955182236
33.75,10691.946536020972
34.0,10438.55941987001
34.25,10123.890834251899
34.5,9753.136537954564
34.75,9771.11142017719
35.0,9764.238572480946
35.25,10135.422788014595
35.5,10434.041834577583
35.75,10368.41217601839
36.0,10365.586111021285
36.25,10360.690462300248
36.5,10365.929185016903
36.75,10074.530750934962
37.0,10181.806557913653
37.25,10073.465336030958
37.5,10018.084957902745
37.75,10013.367822011478
38.0,10013.193211326965
38.25,10008.84175406299
38.5,9697.476094651258
38.75,9703.125664143217
39.0,9351.772018682557
39.25,9711.847912862788
39.5,9705.292844308578
39.75,9709.37079058274
40.0,10058.063406273463
40.25,10043.154367160902
40.5,10402.0843342024
40.75,10405.321371731561
41.0,10408.762514432117
41.25,10734.345198235813
41.5,10399.980196682869
41.75,10401.989486834029
42.0,9716.158406393302
42.25,9793.298285111396
42.5,10081.29890931161
42.75,10102.218420116946
43.0,10207.688811217555
43.25,10146.583884218682
43.5,10479.42940120694
43.75,10409.07124018511
44.0,10412.59193355541
44.25,10408.500639388429
44.5,10350.366263280664
44.75,10006.509178339735
45.0,10005.070136890303
45.25,9228.393118752647
45.5,9882.06945159669
45.75,9477.445841509954
46.0,9669.32201613012
46.25,9669.423758353087
46.5,9322.2983805421
46.75,9317.490296291846
47.0,9317.893189345083
47.25,9314.309131189988
47.5,9313.069912575755
47.75,9315.759091808766
48.0,8969.83787484698
48.25,9326.676702593768
48.5,9327.011676338594
48.75,9312.318561587826
49.0,8966.994138903627
49.25,8960.905510451306
49.5,8956.746500906005
49.75,8960.714855410639
50.0,9058.888264200115
50.25,9650.840088507672
50.5,9645.717102598104
50.75,9654.683579823606
51.0,9652.280277885413
51.25,9310.660739598434
51.5,9151.429975018744
51.75,9114.952652611084
52.0,9290.10684126665
52.25,9294.104589019464
52.5,9297.468739250085
52.75,9334.006849311478
53.0,9509.903815079522
53.25,10130.970080067818
53.5,10351.954295246527
53.75,10393.478035424
54.0,10714.288687486074
54.25,11055.793483348012
54.5,11124.422676550286
54.75,10992.681682015454
55.0,10994.014389625183
55.25,10997.79701099098
55.5,10410.92262109057
55.75,10030.238139660827
56.0,9730.664418904911
56.25,9730.477355617728
56.5,9658.342149132519
56.75,9656.00810786025
57.0,9652.630298355954
57.25,9646.624916122999
57.5,9650.81845298642
57.75,9649.238358302988
58.0,9651.698905768122
58.25,9650.027665056443
58.5,10004.573238920053
58.75,10014.117962041057
59.0,10018.739631456589
59.25,10015.929800140106
59.5,10009.05844283711
59.75,10335.154373399751
60.0,10037.617809403631
60.25,10042.653953172427
60.5,9992.40274248135
60.75,10000.547930087556
61.0,10101.955736401878
61.25,10337.79669492301
61.5,10684.052990963006
61.75,10669.7238283741
62.0,10347.17472391781
62.25,10354.129920023988
62.5,10346.768857416779
62.75,10346.671522260873
63.0,9982.142334429216
63.25,10326.029867753225
63.5,10322.456843558448
63.75,10392.691778407236
64.0,10404.061878248369
64.25,10285.78851585739
64.5,10328.601283183638
64.75,10313.155828745876
65.0,10304.291159678933
65.25,10301.31223580871
65.5,10037.368209716955
65.75,9994.879197264847
66.0,9656.491009457874
66.25,9653.998495288204
66.5,9657.687951144508
66.75,9661.696693307626
67.0,9301.632846115093
67.25,9309.736736235594
67.5,9374.30066449814
67.75,9367.231624476735
68.0,9381.209946592307
68.25,9377.071508503508
68.5,9385.182700119181
68.75,9349.276049152955
69.0,9373.068693882396
69.25,9345.890956984491
69.5,8977.062955348792
69.75,8973.378911376549
70.0,8979.038678545654
70.25,9305.40429699365
70.5,9322.569970350187
70.75,9330.97019559519
71.0,9456.564518310177
71.25,9584.615951085769
71.5,9996.66451556693
71.75,9655.598960896548
72.0,9656.652098286257
72.25,9654.764345023246
72.5,9668.446535368672
72.75,9672.85149656691
73.0,10014.516234626728
73.25,9996.257205661133
73.5,10007.540590773213
73.75,10040.650126748307
74.0,10260.396605021957
74.25,10758.608071898887
74.5,10557.734866312227
74.75,10689.44548948823
75.0,10703.972587173503
75.25,10705.390226850943
75.5,10408.212682223726
75.75,10013.115962981527
76.0,10000.863777906434
76.25,10004.401880293586
76.5,9996.27819083626
76.75,10009.155494117409
77.0,9681.07597465999
77.25,9654.46341683762
77.5,9301.790320677344
77.75,8956.84830735354
78.0,8950.292344536581
78.25,8970.650887492153
78.5,8970.15238672328
78.75,8953.182018767935
79.0,8967.92547638531
79.25,9308.937860986305
79.5,9297.434441311583
79.75,9309.44144071817
80.0,9051.909693027763
80.25,8969.845216518432
80.5,8960.765454558894
80.75,8968.785137070594
81.0,9034.49311888294
81.25,9037.071874682206
81.5,9096.447997297339
81.75,9040.061375770205
82.0,9034.894004928172
82.25,9036.552338865347
82.5,9372.63389128187
82.75,9365.879926171194
83.0,9409.358579177091
83.25,9475.227536377226
83.5,9484.186539217026
83.75,9494.469687091212
84.0,9863.959106779752
84.25,9839.168509160141
84.5,10003.041003895189
84.75,9988.788907411414
85.0,9988.378373141682
85.25,9980.988760699775
85.5,9992.881718240991
85.75,9719.539441907466
86.0,10057.646529506315
86.25,10001.264690729886
86.5,10086.80760522964
86.75,10356.217570945446
87.0,10038.325363257376
87.25,10107.974342037647
87.5,10107.314365778302
87.75,10407.669143033332
88.0,10408.92814500978
88.25,10692.201435448012
88.5,10691.402911514448
88.75,11032.144149188973
89.0,10692.636465487942
89.25,10662.850423124644
89.5,10656.810511597974
89.75,10748.915173457683
90.0,10742.630718507473
90.25,10738.066570492158
90.5,10981.439930230805
90.75,10995.865847141327
91.0,10992.269198895889
91.25,11010.770021425815
91.5,11036.20915131279
91.75,11041.717773241788
92.0,11059.871866714098
92.25,11066.352265398777
92.5,11058.934948979355
92.75,11275.847301463555
93.0,11784.595708496232
93.25,11743.676843540003
93.5,11741.977280540435
93.75,11728.839090007843
94.0,11730.791136521984
94.25,11387.516735472902
94.5,11383.91943655644
94.75,11720.743431962914
95.0,11721.220756614279
95.25,12082.79511057287
95.5,13120.682055284833
95.75,11758.796625693556
96.0,11428.020211737094
96.25,11431.488075282185
96.5,11758.625138488558
96.75,11763.977441767962
97.0,10711.267550110562
97.25,10674.869547598566
97.5,10012.252857528802
97.75,10010.305243538976
98.0,10009.473936179169
98.25,10005.066354277846
98.5,10729.494417288373
98.75,10733.468766284548
99.0,10671.825901965158
99.25,10672.677891947167
99.5,10751.845512540873
99.75,10758.718898803374
100.0,11040.404796919705
100.25,11054.969219028397
100.5,11032.976705357325
100.75,11038.759244792618
101.0,11049.307587583311
101.25,10423.6588600756
101.5,10360.443609457423
101.75,10360.435250060655
102.0,10353.026830380715
102.25,10006.375811990525
102.5,9307.005414165387
102.75,9335.262941937624
103.0,9793.18854621837
103.25,9797.09599250325
103.5,9799.59193158964
103.75,10358.01360145511
104.0,10358.018401128773
104.25,10354.319263945388
104.5,10351.481108337486
104.75,10689.349393174896
105.0,11056.304481189632
105.25,11059.415596495744
105.5,11048.7446287762
105.75,10782.407127593822
106.0,11361.22654520697
106.25,11389.589927403114
106.5,11345.491918972763
106.75,11458.17779407746
107.0,11047.231644314601
107.25,11042.263711275684
107.5,10783.749645521395
107.75,11093.444764470049
108.0,11109.746190312959
108.25,11084.23007974912
108.5,11089.400543576008
108.75,11183.229867243546
109.0,11459.54448089334
109.25,11808.137595257771
109.5,11376.345251663111
109.75,10747.416056443728
110.0,10735.708695415944
110.25,10743.279582426814
110.5,10724.455754125154
110.75,10762.363462058005
111.0,10460.722969373843
111.25,10183.247869818777
111.5,10094.21640173981
