t_bin,time_s,power_w
0,0.0,952.2076688431459
1,0.25,955.8376338422131
2,0.5,1196.7400010970582
3,0.75,2115.63341287988
4,1.0,2424.889626915326
5,1.25,3033.621566905679
6,1.5,2986.8110858951627
7,1.75,2949.7829137569483
8,2.0,2996.367737046272
9,2.25,2984.484815027039
10,2.5,2943.1205817487325
11,2.75,2962.4916397168076
12,3.0,2982.3249720311524
13,3.25,2960.749559259478
14,3.5,2980.3645558943927
15,3.75,2964.6570291906987
16,4.0,2972.4624616309934
17,4.25,2946.6024579459695
18,4.5,2964.258962337006
19,4.75,2945.4593465990642
20,5.0,2971.786709892689
21,5.25,2980.773779499309
22,5.5,2963.157346258851
23,5.75,2986.3361181310083
24,6.0,3029.952119886315
25,6.25,3016.824737628799
26,6.5,3029.0572015179573
27,6.75,2999.0541545114916
28,7.0,2933.6382301062085
29,7.25,3009.6019246027927
30,7.5,3014.174758626221
31,7.75,2979.1429077963503
32,8.0,2998.0020800523184
33,8.25,3039.060292380202
34,8.5,2914.8659829173475
35,8.75,3000.319743164656
36,9.0,2953.748932840088
37,9.25,3042.4575404466536
38,9.5,3004.0718073785965
39,9.75,2900.410266761931
40,10.0,3026.467484366202
41,10.25,3016.7358172970353
42,10.5,2993.914740412188
43,10.75,2596.6088005732663
44,11.0,2261.029182342357
45,11.25,2009.8289628704836
46,11.5,1709.360372062286
47,11.75,944.9044435693373
48,12.0,986.090927823472
49,12.25,960.6515615262666
50,12.5,956.987245106542
51,12.75,968.4189537478857
52,13.0,962.2512289099827
53,13.25,986.602328641642
54,13.5,973.0420407163791
55,13.75,957.0274402512549
56,14.0,956.7846313354477
57,14.25,955.608470441638
58,14.5,957.3162298022156
59,14.75,968.4055689256395
60,15.0,953.9859693597973
61,15.25,978.6816854235507
62,15.5,960.1480309911759
63,15.75,1159.4649552120031
64,16.0,2121.248675347816
65,16.25,1736.5334899689053
66,16.5,2612.8764426114117
67,16.75,2969.750207226978
68,17.0,3017.538717403142
69,17.25,2954.2757977489487
70,17.5,2404.8676875038805
71,17.75,1917.4737508896264
72,18.0,1599.71062218501
73,18.25,968.6822740196735
74,18.5,940.5203810910452
75,18.75,974.8484919099845
76,19.0,950.8186926003556
77,19.25,953.1856189124235
