t_bin,time_s,power_w
0,0.0,2914.6774813507654
1,0.25,1527.4484037717164
2,0.5,1823.1480239492068
3,0.75,1963.5372092525677
4,1.0,2927.217251392261
5,1.25,2938.0643027314027
6,1.5,2941.2521953325845
7,1.75,2960.2176106459806
8,2.0,2936.7847088671506
9,2.25,2930.9640605767954
10,2.5,2948.7336720222306
11,2.75,2823.960653053709
12,3.0,2971.6458536959963
13,3.25,2967.4305040695
14,3.5,2941.9116178746626
15,3.75,2910.581500263432
16,4.0,2933.278502201611
17,4.25,2960.6851391153928
18,4.5,2919.731624845997
19,4.75,2959.888654504121
20,5.0,2659.7851408608226
21,5.25,2938.755593827685
22,5.5,2981.8344635200842
23,5.75,2959.0307941059227
24,6.0,2988.182336193659
25,6.25,2929.7156605316013
26,6.5,3113.215974307256
27,6.75,3036.054851809358
28,7.0,2877.6730627510383
29,7.25,2951.2588115963686
30,7.5,2992.5358201524023
31,7.75,2973.1904516550726
32,8.0,2942.3211177353405
33,8.25,2947.600205111224
34,8.5,2920.5059414217053
35,8.75,2958.715864149247
36,9.0,2908.0981620972716
37,9.25,2927.790311906968
38,9.5,3040.6071938319024
39,9.75,2952.972823124213
40,10.0,2944.293081334442
41,10.25,2950.8122334998297
42,10.5,3022.906210018799
43,10.75,2979.699874613395
44,11.0,2933.857591334773
45,11.25,2995.688257423793
46,11.5,2951.245540482245
47,11.75,2972.2198391263455
48,12.0,2938.642521592155
49,12.25,2929.751026455458
50,12.5,2973.794363060751
51,12.75,2934.0285889169418
52,13.0,2933.713881071657
53,13.25,2976.222679599819
54,13.5,2924.074932421309
55,13.75,2917.564183874333
56,14.0,2967.2918346792517
57,14.25,2903.8778052469247
58,14.5,2934.4630327623463
59,14.75,2944.236879041489
60,15.0,2919.4361483141215
61,15.25,2925.2059969338725
62,15.5,2970.350431739314
63,15.75,2960.8970732741077
64,16.0,2929.552160043454
65,16.25,2966.897699956639
66,16.5,2991.9549285558264
67,16.75,2921.0282274244023
68,17.0,2955.0441690711814
69,17.25,3003.5336110898675
70,17.5,2968.965336766491
71,17.75,2974.0847956667726
72,18.0,2948.426449506364
73,18.25,2999.0646443961427
74,18.5,3041.1317463528344
75,18.75,3030.5215142189004
76,19.0,3015.2393820409666
77,19.25,3127.836553704068
78,19.5,3045.844439889063
79,19.75,3019.734202509986
80,20.0,3001.3670137745007
81,20.25,3013.4986752181344
82,20.5,2970.479603614656
83,20.75,2974.2523239034276
84,21.0,2971.695401472147
85,21.25,3010.581810746886
86,21.5,2982.9891478397103
87,21.75,2934.6060022899915
88,22.0,2932.7776127308884
89,22.25,3012.432038696338
90,22.5,3001.9821275919376
91,22.75,3015.3994703616245
92,23.0,3021.8727876704843
93,23.25,2996.9177393711207
94,23.5,3015.1720160149684
95,23.75,3021.5985485409037
96,24.0,2912.0996206753116
97,24.25,2996.672695746837
98,24.5,3008.4409887114607
99,24.75,2953.350149385283
100,25.0,2945.308379112115
101,25.25,2957.348857975208
102,25.5,3009.0030568136267
103,25.75,3026.417720855711
104,26.0,2961.308556577056
105,26.25,3016.395421603703
106,26.5,2949.1414910882295
107,26.75,3043.07271566816
108,27.0,2928.3990341220847
109,27.25,2950.3143155435373
110,27.5,2925.753150959776
111,27.75,2955.699183287673
112,28.0,3018.935566090998
113,28.25,2894.0316849874816
114,28.5,3042.308163261364
115,28.75,2970.279330388603
116,29.0,3051.508836595989
117,29.25,2993.7073985500892
118,29.5,2961.476943486851
119,29.75,2962.944950564888
120,30.0,2904.4752523803927
121,30.25,2961.600598095761
122,30.5,3016.2455163333707
123,30.75,2910.7481228218458
124,31.0,2942.5726316608484
125,31.25,2977.7312294805834
126,31.5,2989.5126511073886
127,31.75,2986.2253113353845
128,32.0,2965.513283242395
129,32.25,2947.7116521128974
130,32.5,3013.2717337334334
131,32.75,2974.503566288943
132,33.0,2985.338739171839
133,33.25,3060.5774361291383
134,33.5,2932.9012136033393
135,33.75,2934.1198139716466
136,34.0,2984.397954154676
137,34.25,2973.494111449054
138,34.5,3045.07596625911
139,34.75,2979.9731082944227
140,35.0,2963.022139591034
141,35.25,2921.180973402569
142,35.5,3006.109803940953
143,35.75,2958.5170573439996
144,36.0,2953.0584525642025
145,36.25,2971.8737735459677
146,36.5,2979.933218091462
147,36.75,2997.318399378233
148,37.0,2990.5579301003077
149,37.25,2994.29968633978
150,37.5,2818.888967297527
151,37.75,2899.659804865777
152,38.0,2996.2773113758963
153,38.25,2904.3842371755986
154,38.5,2963.8857274310435
155,38.75,2982.924875495644
156,39.0,3044.3376988572813
157,39.25,2962.2012698578824
158,39.5,2985.463211800172
159,39.75,2950.932111354563
160,40.0,2946.70078935184
161,40.25,2962.8186837146122
162,40.5,2978.4988504009516
163,40.75,3030.701713585105
164,41.0,3007.2034964781787
165,41.25,2970.2283579232926
166,41.5,2943.6502805835034
167,41.75,3051.6761282290017
168,42.0,3009.540288108457
169,42.25,2960.62899203074
170,42.5,2958.0699469363444
171,42.75,3010.966424618817
172,43.0,3022.3543009405043
173,43.25,2960.820794434706
174,43.5,3066.3903421845507
175,43.75,3013.2942764153604
176,44.0,2988.5239055363904
177,44.25,3076.5966211392224
178,44.5,3126.2174392172037
179,44.75,3012.5145639771185
180,45.0,3005.041821323068
181,45.25,2938.1084012739193
182,45.5,3004.557288032493
183,45.75,2919.1845995995263
184,46.0,3034.6651948635513
185,46.25,2956.3138999892353
186,46.5,3002.1221401514345
187,46.75,3044.7698617986316
188,47.0,2951.257613807855
189,47.25,2914.47019293946
190,47.5,2989.6856711266837
191,47.75,2990.4047317891577
192,48.0,2925.5221518395956
193,48.25,2972.3594944065767
194,48.5,3045.742868901336
195,48.75,2999.536456689619
196,49.0,2912.7526596541584
197,49.25,3036.5711155061517
198,49.5,3174.9238484096195
199,49.75,3090.9902351713777
200,50.0,3047.829752914876
201,50.25,3030.8443779879153
202,50.5,3094.1363949957145
203,50.75,2972.4617792123095
204,51.0,2993.2874719773517
205,51.25,3015.6090156116193
206,51.5,3031.5777652952775
207,51.75,2930.7115742473484
208,52.0,3014.366259859869
209,52.25,3110.8107214809143
210,52.5,3005.598421241535
211,52.75,2926.021093296904
212,53.0,2957.881408540675
213,53.25,3014.8192766630796
214,53.5,2966.8407412202696
215,53.75,2968.2375122798617
216,54.0,3024.2092069864793
217,54.25,2929.008758203128
218,54.5,2963.484896472087
219,54.75,2976.0832515972934
220,55.0,3005.2310996518636
221,55.25,3003.571928218877
222,55.5,2947.546465316169
223,55.75,2937.4468709183957
224,56.0,3022.778129816527
225,56.25,2946.9724004767545
226,56.5,2918.882601235182
227,56.75,2952.831264645331
228,57.0,2993.88965013654
229,57.25,3004.188804106232
230,57.5,3004.068535789551
231,57.75,2976.4110355831585
232,58.0,2956.848506561528
233,58.25,3022.507429854533
234,58.5,2985.5777387898856
235,58.75,3034.8195174170955
236,59.0,2957.4001584299976
237,59.25,2929.981694933239
238,59.5,2925.0391588377643
239,59.75,3071.4796050208297
240,60.0,2961.6859148706358
241,60.25,3091.2931786481204
242,60.5,3033.300462408892
243,60.75,3037.5826295988027
244,61.0,2964.2832006793265
245,61.25,2976.3645998699863
246,61.5,2926.9766414699575
247,61.75,3040.496772453239
248,62.0,2962.015802836132
249,62.25,2969.4564581530976
250,62.5,2939.7995649082236
251,62.75,2960.6489359463576
252,63.0,3008.4888502398076
253,63.25,2981.2202964690573
254,63.5,2945.1180495704575
255,63.75,2887.9492455345417
256,64.0,2980.365563311924
257,64.25,2995.942020679233
258,64.5,2931.313670879837
259,64.75,2984.1939529379656
260,65.0,2934.5129097540294
261,65.25,2896.1150461424877
262,65.5,2944.433167252657
263,65.75,2961.7497893535015
264,66.0,2956.8743708941247
265,66.25,2956.1160873233084
266,66.5,2960.9975710440312
267,66.75,2958.975682837191
268,67.0,2948.0242947257752
269,67.25,2658.0163807287377
270,67.5,3064.430755254158
271,67.75,3061.4310098230176
272,68.0,2945.824763568912
273,68.25,2925.5714809422834
274,68.5,2939.7573223314143
275,68.75,3076.5883378556596
276,69.0,3023.0606928459283
277,69.25,2951.8725070914957
278,69.5,3145.8460547612017
279,69.75,3092.385808247907
280,70.0,2974.1122260745096
281,70.25,2970.7100896126944
282,70.5,2978.436791953869
283,70.75,2941.9645740786464
284,71.0,3031.646785783989
285,71.25,2966.5410472485314
286,71.5,2970.7032726862117
287,71.75,3084.697141045881
288,72.0,2997.8604233542746
289,72.25,2984.4434295078236
290,72.5,2919.0745934391734
291,72.75,2978.448518081454
292,73.0,2953.0788933954314
293,73.25,2916.2122730537026
294,73.5,2943.4644311571074
295,73.75,2983.9671720130577
296,74.0,2938.5976821191803
297,74.25,3031.426127227802
298,74.5,3010.098004120246
299,74.75,2998.628851601263
300,75.0,3030.028896951709
301,75.25,3025.8369200957627
302,75.5,2973.6996736575243
303,75.75,3004.4002915158003
304,76.0,3027.7023131586175
305,76.25,3060.195977523002
306,76.5,3014.195124929049
307,76.75,3019.0298721839767
308,77.0,3253.064757261176
309,77.25,2966.3426117459207
310,77.5,2928.200263964098
311,77.75,2966.551981374064
312,78.0,3065.989200538837
313,78.25,3006.250209265837
314,78.5,2998.1589256250886
315,78.75,2952.828645084521
316,79.0,3015.052826853146
317,79.25,2943.3119408495727
318,79.5,2918.2756709432238
319,79.75,3014.0795164737306
320,80.0,3078.186806632916
321,80.25,3020.2173927264366
322,80.5,3149.9788880072697
323,80.75,2948.9704737817897
324,81.0,3038.4892443676226
325,81.25,3042.2549026738498
326,81.5,2951.947496846594
327,81.75,3018.020058984555
328,82.0,2942.611675816889
329,82.25,2998.4327110338145
330,82.5,3021.022078961553
331,82.75,2952.4897729669083
332,83.0,3046.348623964307
333,83.25,2950.7674516650154
334,83.5,2939.039798558234
335,83.75,3081.8511997076007
336,84.0,3092.1251440446817
337,84.25,3028.651858853357
338,84.5,2960.623417630153
339,84.75,2972.4824681724253
340,85.0,2977.434456627874
341,85.25,2925.4720036591766
342,85.5,2943.901555487255
343,85.75,3035.2013235787754
344,86.0,3026.9438298541704
345,86.25,2959.4324892942413
346,86.5,2970.517665861033
347,86.75,3036.988214423569
348,87.0,2931.7714396500405
349,87.25,3030.855253759646
350,87.5,2991.356541740746
351,87.75,3000.546943671261
352,88.0,2926.7998169531934
353,88.25,3011.2725409103527
354,88.5,2948.797940439871
355,88.75,3038.698050225254
356,89.0,3012.991399344023
357,89.25,3155.0780244055554
358,89.5,3042.6706173076395
359,89.75,3040.514783583926
360,90.0,3088.014383205176
361,90.25,3010.7015160568735
362,90.5,2997.9903010828994
363,90.75,2911.167046735605
364,91.0,2978.3276988092653
365,91.25,2966.358282714145
366,91.5,2968.4559051959277
367,91.75,2960.222557699993
368,92.0,3020.80192676394
369,92.25,2977.0569231378854
370,92.5,2924.3033867540184
371,92.75,2921.9361943189106
372,93.0,2957.6060458682514
373,93.25,2954.8136701947597
374,93.5,2957.636599983565
375,93.75,2993.7562505113924
376,94.0,2938.827859819036
377,94.25,2972.5135466869847
378,94.5,3024.686503519683
379,94.75,3067.637257379497
380,95.0,2917.996203939461
381,95.25,2939.670926830394
382,95.5,3128.38293937703
383,95.75,2986.9253323048074
384,96.0,3045.0738338412466
385,96.25,3131.6326455765497
386,96.5,2993.9505563040107
387,96.75,3035.112942123748
388,97.0,3088.9947408188436
389,97.25,3019.354173617279
390,97.5,3080.078945959957
391,97.75,3023.738476699003
392,98.0,3061.048361351676
393,98.25,3170.574363081463
394,98.5,3062.926178055276
395,98.75,3036.959001962832
396,99.0,3069.203447911122
397,99.25,2914.2901081234804
398,99.5,2993.3852999456976
399,99.75,2921.2436487342547
400,100.0,2945.4828062799766
401,100.25,3117.297658656615
402,100.5,2966.296719143779
403,100.75,2962.088335747721
404,101.0,2920.953202452955
405,101.25,3309.0659004360946
406,101.5,2952.777940421749
407,101.75,3068.728305212066
408,102.0,2931.534121146461
