t_bin,time_s,power_w
0,0.0,787.74374686898
1,0.25,743.5492661983182
2,0.5,518.5369421021669
3,0.75,439.01433627154745
4,1.0,517.234286120411
5,1.25,515.6133210415995
6,1.5,520.0894003792317
7,1.75,517.4541518901042
8,2.0,1150.489196343382
9,2.25,1064.7777941227807
10,2.5,1151.8084469949654
11,2.75,1012.8118258417155
12,3.0,637.4906067390327
13,3.25,640.6335174431865
14,3.5,644.0480100797779
15,3.75,640.8092909751076
16,4.0,633.3677182618239
17,4.25,631.8318344738071
18,4.5,575.7510432235437
19,4.75,518.7344176798928
20,5.0,516.7302989420289
21,5.25,581.4634845262561
22,5.5,1157.638345395015
23,5.75,1144.9438091314519
24,6.0,1185.8265174608007
25,6.25,1241.0876624271746
26,6.5,1213.837221019994
27,6.75,1208.8096523003471
28,7.0,1354.1066874865335
29,7.25,1445.127489680632
30,7.5,1313.6755123839048
31,7.75,1322.796590654573
32,8.0,1365.5839282458585
33,8.25,1343.7236848696016
34,8.5,1293.2044525878237
35,8.75,1329.109523643863
36,9.0,1161.8045403706133
37,9.25,1171.792531920027
38,9.5,835.2780315334116
39,9.75,646.8880606341129
40,10.0,637.1022001230286
41,10.25,1251.646234694727
42,10.5,1160.181425187993
43,10.75,1168.5361942073987
44,11.0,1160.7524713303183
45,11.25,1152.0550359889817
46,11.5,1152.1083051516503
47,11.75,1159.821907663891
48,12.0,1159.7352496660378
49,12.25,1176.0996091349575
50,12.5,1211.3395654398817
51,12.75,633.570125197078
52,13.0,639.4533892429912
53,13.25,632.9623776746138
54,13.5,631.7087869854524
55,13.75,640.9719663050087
56,14.0,1071.6463214355408
57,14.25,1148.0235380355873
58,14.5,1169.9374207746805
59,14.75,1148.5218874805048
60,15.0,1146.968302628346
61,15.25,1074.7583544516
62,15.5,1158.3136406009073
63,15.75,1155.19724176769
64,16.0,1155.960659515396
65,16.25,1069.5032370044878
66,16.5,615.7974759311727
67,16.75,637.4351780048787
68,17.0,630.7810887663467
69,17.25,632.920013841643
70,17.5,640.4600236588918
71,17.75,635.3819623905338
72,18.0,640.2061445787692
73,18.25,705.2129792273665
74,18.5,516.7015671329632
75,18.75,517.6224792788794
76,19.0,1264.725655909571
77,19.25,1072.582034978579
78,19.5,645.2125092102049
79,19.75,1275.3595106052294
80,20.0,1249.2290030536508
81,20.25,1155.5944176255211
82,20.5,1149.6295397237975
83,20.75,633.809039596462
84,21.0,639.9788748268138
85,21.25,639.9088164933984
86,21.5,637.4270031505026
87,21.75,641.3770542574731
88,22.0,635.7671411701863
89,22.25,1075.2958519826836
90,22.5,1156.8354396289444
91,22.75,1156.2117976784143
92,23.0,1156.5063511275569
93,23.25,974.5340212546846
94,23.5,1176.8375762878895
95,23.75,1143.3425491308678
96,24.0,1069.1988549074154
97,24.25,1153.6730744070462
98,24.5,640.8714554796549
99,24.75,1213.8731155282017
100,25.0,1282.284148491132
101,25.25,1188.1993894128575
102,25.5,1288.7060103620477
103,25.75,1243.0220462901389
104,26.0,1175.2696848461833
105,26.25,1137.0808557400278
106,26.5,1253.5679581867944
107,26.75,1162.7287771763413
108,27.0,1370.805985894374
109,27.25,1064.8551779816742
110,27.5,1069.236257698781
111,27.75,1061.7324619748806
112,28.0,1079.3744650576464
113,28.25,1250.490692731531
114,28.5,1248.8570248165622
115,28.75,1140.5773080629926
116,29.0,1163.1042004781614
117,29.25,1168.7142591792262
118,29.5,1264.7355839331879
119,29.75,1250.4272491217703
120,30.0,1223.960388362023
121,30.25,1212.5415150639817
122,30.5,1244.1466334077224
123,30.75,1070.5420735357916
124,31.0,1158.439751808452
125,31.25,1153.9822335386673
126,31.5,1079.027499026984
127,31.75,633.5922677378608
128,32.0,638.0138216287774
129,32.25,635.8611783825397
130,32.5,642.0858269135521
131,32.75,643.624161221621
132,33.0,1166.672726332721
133,33.25,1162.68022210029
134,33.5,1145.049397332669
135,33.75,1173.5121490308895
136,34.0,1160.7299646510508
137,34.25,1220.3590804991989
138,34.5,1068.1812345468638
139,34.75,636.7903512608186
140,35.0,639.7377674350377
141,35.25,1070.0676329431815
142,35.5,1065.6875296549467
143,35.75,1051.246863160259
144,36.0,1067.8112184324489
145,36.25,1071.1567851374114
146,36.5,1071.479161880508
147,36.75,1155.2547827200858
148,37.0,1071.0030775905545
149,37.25,1074.7606465174192
150,37.5,1152.6666631234443
151,37.75,1168.4880089730084
152,38.0,1140.5350403341665
153,38.25,1146.2058817410154
154,38.5,1062.125740191382
155,38.75,1142.1061299703217
156,39.0,1148.3405743224778
157,39.25,1166.707719325817
158,39.5,1166.6518130969594
159,39.75,1227.2538287977904
160,40.0,1281.6436859739304
161,40.25,1493.3499156315818
