epoch,train_loss,val_loss
1.0,1.6849221899395896,1.7010102272033691
2.0,1.6235432851882208,1.6577634811401367
3.0,1.5858978884560722,1.6689151525497437
4.0,1.5852600165775843,1.6523657441139221
5.0,1.5938300234930856,1.6639118194580078
6.0,1.60023714247204,1.6498891711235046
7.0,1.591119987624032,1.6595847606658936
8.0,1.5855614230746315,1.6589785814285278
9.0,1.5825163977486747,1.6509758532047272
10.0,1.5805967989422025,1.6561051607131958
11.0,1.5783743063608806,1.6546707451343536
12.0,1.5834416718710036,1.6618244349956512
13.0,1.581047807421003,1.6641371250152588
14.0,1.5830088286172777,1.651917189359665
15.0,1.5794216564723425,1.65764120221138
16.0,1.5883919170924596,1.655996710062027
17.0,1.5865315709795271,1.6636042296886444
18.0,1.581736927940732,1.655784398317337
19.0,1.593659866423834,1.6486987471580505
20.0,1.5856823807670957,1.6594224572181702
21.0,1.5993705477033342,1.649447113275528
22.0,1.5872281846545993,1.6612214148044586
23.0,1.5857411679767428,1.66251939535141
24.0,1.5801386435826619,1.6662525534629822
25.0,1.5822977281752086,1.651659518480301
26.0,1.5818389710925875,1.6627817153930664
27.0,1.5769516399928503,1.6621330380439758
28.0,1.57854996408735,1.6617136001586914
29.0,1.5769645316260201,1.6618440747261047
30.0,1.5817035606929235,1.6651273369789124
31.0,1.5831072671072823,1.6579095423221588
32.0,1.5879601353690738,1.6556854248046875
33.0,1.5907288846515475,1.6644286811351776
34.0,1.5833982967195057,1.6656608283519745
35.0,1.5865004857381184,1.6507096886634827
36.0,1.584717563220433,1.6723166406154633
37.0,1.579992515700204,1.6517747640609741
38.0,1.578314605213347,1.6645680963993073
39.0,1.5772882189069475,1.6618050932884216
40.0,1.5769380955469041,1.6545570492744446
41.0,1.578650644847325,1.6679739654064178
42.0,1.581453141712007,1.657643973827362
43.0,1.5825977211906797,1.6569238603115082
44.0,1.5783294893446422,1.663914680480957
45.0,1.5797796135856992,1.6599483489990234
46.0,1.580113410949707,1.6628062427043915
47.0,1.5737135126477195,1.6551380455493927
48.0,1.5814176741100492,1.658356487751007
49.0,1.5763583921250843,1.6542034149169922
50.0,1.5745745726994105,1.6590939164161682
51.0,1.5772024620146978,1.6504565179347992
52.0,1.571584423383077,1.6564155220985413
53.0,1.5734890302022297,1.6540205478668213
54.0,1.5721913689658755,1.653430014848709
55.0,1.5683321271623885,1.649866670370102
56.0,1.572135777700515,1.650848388671875
57.0,1.571719833782741,1.6496423184871674
58.0,1.5729720024835496,1.655118077993393
59.0,1.5808533203034174,1.6454427540302277
60.0,1.5865224259240287,1.6644814610481262
61.0,1.5847149462926955,1.6503482460975647
62.0,nan,nan
63.0,nan,nan
64.0,nan,nan
65.0,nan,nan
66.0,nan,nan
67.0,nan,nan
68.0,nan,nan
69.0,nan,nan
70.0,nan,nan
71.0,nan,nan
72.0,nan,nan
73.0,nan,nan
74.0,nan,nan
75.0,nan,nan
76.0,nan,nan
77.0,nan,nan
78.0,nan,nan
79.0,nan,nan
80.0,nan,nan
81.0,nan,nan
82.0,nan,nan
83.0,nan,nan
84.0,nan,nan
85.0,nan,nan
86.0,nan,nan
87.0,nan,nan
88.0,nan,nan
89.0,nan,nan
90.0,nan,nan
91.0,nan,nan
92.0,nan,nan
93.0,nan,nan
94.0,nan,nan
95.0,nan,nan
96.0,nan,nan
97.0,nan,nan
98.0,nan,nan
99.0,nan,nan
100.0,nan,nan
101.0,nan,nan
102.0,nan,nan
103.0,nan,nan
104.0,nan,nan
105.0,nan,nan
106.0,nan,nan
107.0,nan,nan
108.0,nan,nan
109.0,nan,nan
110.0,nan,nan
111.0,nan,nan
112.0,nan,nan
113.0,nan,nan
114.0,nan,nan
115.0,nan,nan
116.0,nan,nan
117.0,nan,nan
118.0,nan,nan
119.0,nan,nan
120.0,nan,nan
121.0,nan,nan
122.0,nan,nan
123.0,nan,nan
124.0,nan,nan
125.0,nan,nan
126.0,nan,nan
127.0,nan,nan
128.0,nan,nan
129.0,nan,nan
130.0,nan,nan
131.0,nan,nan
132.0,nan,nan
133.0,nan,nan
134.0,nan,nan
135.0,nan,nan
136.0,nan,nan
137.0,nan,nan
138.0,nan,nan
139.0,nan,nan
140.0,nan,nan
141.0,nan,nan
142.0,nan,nan
143.0,nan,nan
144.0,nan,nan
145.0,nan,nan
146.0,nan,nan
147.0,nan,nan
148.0,nan,nan
149.0,nan,nan
150.0,nan,nan
151.0,nan,nan
152.0,nan,nan
153.0,nan,nan
154.0,nan,nan
155.0,nan,nan
156.0,nan,nan
157.0,nan,nan
158.0,nan,nan
159.0,nan,nan
160.0,nan,nan
161.0,nan,nan
162.0,nan,nan
163.0,nan,nan
164.0,nan,nan
165.0,nan,nan
166.0,nan,nan
167.0,nan,nan
168.0,nan,nan
169.0,nan,nan
170.0,nan,nan
171.0,nan,nan
172.0,nan,nan
173.0,nan,nan
174.0,nan,nan
175.0,nan,nan
176.0,nan,nan
177.0,nan,nan
178.0,nan,nan
179.0,nan,nan
180.0,nan,nan
181.0,nan,nan
182.0,nan,nan
183.0,nan,nan
184.0,nan,nan
185.0,nan,nan
186.0,nan,nan
187.0,nan,nan
188.0,nan,nan
189.0,nan,nan
190.0,nan,nan
191.0,nan,nan
192.0,nan,nan
193.0,nan,nan
194.0,nan,nan
195.0,nan,nan
196.0,nan,nan
197.0,nan,nan
198.0,nan,nan
199.0,nan,nan
200.0,nan,nan
201.0,nan,nan
202.0,nan,nan
203.0,nan,nan
204.0,nan,nan
205.0,nan,nan
206.0,nan,nan
207.0,nan,nan
208.0,nan,nan
209.0,nan,nan
210.0,nan,nan
211.0,nan,nan
212.0,nan,nan
213.0,nan,nan
214.0,nan,nan
215.0,nan,nan
216.0,nan,nan
217.0,nan,nan
218.0,nan,nan
219.0,nan,nan
220.0,nan,nan
221.0,nan,nan
222.0,nan,nan
223.0,nan,nan
224.0,nan,nan
225.0,nan,nan
226.0,nan,nan
227.0,nan,nan
228.0,nan,nan
229.0,nan,nan
230.0,nan,nan
231.0,nan,nan
232.0,nan,nan
233.0,nan,nan
234.0,nan,nan
235.0,nan,nan
236.0,nan,nan
237.0,nan,nan
238.0,nan,nan
239.0,nan,nan
240.0,nan,nan
241.0,nan,nan
242.0,nan,nan
243.0,nan,nan
244.0,nan,nan
245.0,nan,nan
246.0,nan,nan
247.0,nan,nan
248.0,nan,nan
249.0,nan,nan
250.0,nan,nan
251.0,nan,nan
252.0,nan,nan
253.0,nan,nan
254.0,nan,nan
255.0,nan,nan
256.0,nan,nan
257.0,nan,nan
258.0,nan,nan
259.0,nan,nan
260.0,nan,nan
261.0,nan,nan
262.0,nan,nan
263.0,nan,nan
264.0,nan,nan
265.0,nan,nan
266.0,nan,nan
267.0,nan,nan
268.0,nan,nan
269.0,nan,nan
270.0,nan,nan
271.0,nan,nan
272.0,nan,nan
273.0,nan,nan
274.0,nan,nan
275.0,nan,nan
276.0,nan,nan
277.0,nan,nan
278.0,nan,nan
279.0,nan,nan
280.0,nan,nan
281.0,nan,nan
282.0,nan,nan
283.0,nan,nan
284.0,nan,nan
285.0,nan,nan
286.0,nan,nan
287.0,nan,nan
288.0,nan,nan
289.0,nan,nan
290.0,nan,nan
291.0,nan,nan
292.0,nan,nan
293.0,nan,nan
294.0,nan,nan
295.0,nan,nan
296.0,nan,nan
297.0,nan,nan
298.0,nan,nan
299.0,nan,nan
300.0,nan,nan
301.0,nan,nan
302.0,nan,nan
303.0,nan,nan
304.0,nan,nan
305.0,nan,nan
306.0,nan,nan
307.0,nan,nan
308.0,nan,nan
309.0,nan,nan
310.0,nan,nan
311.0,nan,nan
312.0,nan,nan
313.0,nan,nan
314.0,nan,nan
315.0,nan,nan
316.0,nan,nan
317.0,nan,nan
318.0,nan,nan
319.0,nan,nan
320.0,nan,nan
321.0,nan,nan
322.0,nan,nan
323.0,nan,nan
324.0,nan,nan
325.0,nan,nan
326.0,nan,nan
327.0,nan,nan
328.0,nan,nan
329.0,nan,nan
330.0,nan,nan
331.0,nan,nan
332.0,nan,nan
333.0,nan,nan
334.0,nan,nan
335.0,nan,nan
336.0,nan,nan
337.0,nan,nan
338.0,nan,nan
339.0,nan,nan
340.0,nan,nan
341.0,nan,nan
342.0,nan,nan
343.0,nan,nan
344.0,nan,nan
345.0,nan,nan
346.0,nan,nan
347.0,nan,nan
348.0,nan,nan
349.0,nan,nan
350.0,nan,nan
351.0,nan,nan
352.0,nan,nan
353.0,nan,nan
354.0,nan,nan
355.0,nan,nan
356.0,nan,nan
357.0,nan,nan
358.0,nan,nan
359.0,nan,nan
360.0,nan,nan
361.0,nan,nan
362.0,nan,nan
363.0,nan,nan
364.0,nan,nan
365.0,nan,nan
366.0,nan,nan
367.0,nan,nan
368.0,nan,nan
369.0,nan,nan
370.0,nan,nan
371.0,nan,nan
372.0,nan,nan
373.0,nan,nan
374.0,nan,nan
375.0,nan,nan
376.0,nan,nan
377.0,nan,nan
378.0,nan,nan
379.0,nan,nan
380.0,nan,nan
381.0,nan,nan
382.0,nan,nan
383.0,nan,nan
384.0,nan,nan
385.0,nan,nan
386.0,nan,nan
387.0,nan,nan
388.0,nan,nan
389.0,nan,nan
390.0,nan,nan
391.0,nan,nan
392.0,nan,nan
393.0,nan,nan
394.0,nan,nan
395.0,nan,nan
396.0,nan,nan
397.0,nan,nan
398.0,nan,nan
399.0,nan,nan
400.0,nan,nan
401.0,nan,nan
402.0,nan,nan
403.0,nan,nan
404.0,nan,nan
405.0,nan,nan
406.0,nan,nan
407.0,nan,nan
408.0,nan,nan
409.0,nan,nan
410.0,nan,nan
411.0,nan,nan
412.0,nan,nan
413.0,nan,nan
414.0,nan,nan
415.0,nan,nan
416.0,nan,nan
417.0,nan,nan
418.0,nan,nan
419.0,nan,nan
420.0,nan,nan
421.0,nan,nan
422.0,nan,nan
423.0,nan,nan
424.0,nan,nan
425.0,nan,nan
426.0,nan,nan
427.0,nan,nan
428.0,nan,nan
429.0,nan,nan
430.0,nan,nan
431.0,nan,nan
432.0,nan,nan
433.0,nan,nan
434.0,nan,nan
435.0,nan,nan
436.0,nan,nan
437.0,nan,nan
438.0,nan,nan
439.0,nan,nan
440.0,nan,nan
441.0,nan,nan
442.0,nan,nan
443.0,nan,nan
444.0,nan,nan
445.0,nan,nan
446.0,nan,nan
447.0,nan,nan
448.0,nan,nan
449.0,nan,nan
450.0,nan,nan
451.0,nan,nan
452.0,nan,nan
453.0,nan,nan
454.0,nan,nan
455.0,nan,nan
456.0,nan,nan
457.0,nan,nan
458.0,nan,nan
459.0,nan,nan
460.0,nan,nan
461.0,nan,nan
462.0,nan,nan
463.0,nan,nan
464.0,nan,nan
465.0,nan,nan
466.0,nan,nan
467.0,nan,nan
468.0,nan,nan
469.0,nan,nan
470.0,nan,nan
471.0,nan,nan
472.0,nan,nan
473.0,nan,nan
474.0,nan,nan
475.0,nan,nan
476.0,nan,nan
477.0,nan,nan
478.0,nan,nan
479.0,nan,nan
480.0,nan,nan
481.0,nan,nan
482.0,nan,nan
483.0,nan,nan
484.0,nan,nan
485.0,nan,nan
486.0,nan,nan
487.0,nan,nan
488.0,nan,nan
489.0,nan,nan
490.0,nan,nan
491.0,nan,nan
492.0,nan,nan
493.0,nan,nan
494.0,nan,nan
495.0,nan,nan
496.0,nan,nan
497.0,nan,nan
498.0,nan,nan
499.0,nan,nan
500.0,nan,nan
